rank,points,members,foreign_players,mean_age,salaries,spending,Mean_Player_Rating,Wins,Draws,Losses,Goals_For,Goals_Against,Goal_Difference,Season_2015-2016,Season_2016-2017,Season_2017-2018,Season_2018-2019,Season_2019-2020,Season_2020-2021,Season_2021-2022,Season_2022-2023,Season_Arsenal_summary_stats,Season_Aston Villa_summary_stats,Season_Bournemouth_summary_stats,Season_Brentford_summary_stats,Season_Brighton_summary_stats,Season_Burnley_summary_stats,Season_Cardiff_summary_stats,Season_Chelsea_summary_stats,Season_Crystal Palace_summary_stats,Season_Everton_summary_stats,Season_Fulham_summary_stats,Season_Huddersfield Town_summary_stats,Season_Hull City_summary_stats,Season_Leeds_summary_stats,Season_Leicester_summary_stats,Season_Liverpool_summary_stats,Season_Manchester City_summary_stats,Season_Manchester United_summary_stats,Season_Middlesbrough_summary_stats,Season_Newcastle_summary_stats,Season_Norwich_summary_stats,Season_Nottingham Forest_summary_stats,Season_Sheffield United_summary_stats,Season_Southampton_summary_stats,Season_Stoke City_summary_stats,Season_Sunderland_summary_stats,Season_Swansea_summary_stats,Season_Tottenham_summary_stats,Season_Watford_summary_stats,Season_West Bromwich Albion_summary_stats,Season_West Ham_summary_stats,Season_Wolverhampton_summary_stats,Team_Arsenal,Team_Aston Villa,Team_Bournemouth,Team_Brentford,Team_Brighton,Team_Burnley,Team_Cardiff,Team_Chelsea,Team_Crystal Palace,Team_Everton,Team_Fulham,Team_Huddersfield Town,Team_Hull City,Team_Leeds,Team_Leicester,Team_Liverpool,Team_Manchester City,Team_Manchester United,Team_Middlesbrough,Team_Newcastle,Team_Norwich,Team_Nottingham Forest,Team_Sheffield United,Team_Southampton,Team_Stoke City,Team_Sunderland,Team_Swansea,Team_Tottenham,Team_Watford,Team_West Bromwich Albion,Team_West Ham,Team_Wolverhampton,high_point,log_spending,normalized_points
4.0,66.0,71.0,39.0,23.5,13640000.0,45000000.0,6.1,20.0,6.0,12.0,69.0,54.0,15.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,17.622173069956816,0.9807028201849212
5.0,62.0,38.0,20.0,24.7,5550000.0,103270000.0,5.9,18.0,8.0,12.0,67.0,41.0,26.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,18.45285748533094,0.8030620083648604
6.0,59.0,47.0,25.0,22.5,7070000.0,162000000.0,5.9,16.0,11.0,11.0,61.0,47.0,14.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0,18.903106899369497,0.6698313994998149
7.0,59.0,51.0,32.0,21.1,2920000.0,114060000.0,5.9,15.0,14.0,9.0,51.0,40.0,11.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.0,18.55223519245998,0.6698313994998149
8.0,56.0,53.0,33.0,23.3,10110000.0,145000000.0,5.8,14.0,14.0,10.0,56.0,48.0,8.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,18.7922443072814,0.5366007906347692
9.0,54.0,46.0,16.0,24.4,1420000.0,65900000.0,5.7,14.0,12.0,12.0,39.0,39.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0,18.00364901464724,0.4477803847247388
10.0,54.0,39.0,14.0,24.8,2630000.0,26500000.0,5.5,15.0,9.0,14.0,43.0,50.0,-7.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,17.0926553286923,0.4477803847247388
11.0,52.0,50.0,22.0,23.2,3740000.0,39040000.0,5.7,15.0,7.0,16.0,51.0,60.0,-9.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1.0,17.48009734512392,0.35895997881470837
12.0,49.0,44.0,25.0,24.3,6050000.0,123460000.0,5.7,13.0,10.0,15.0,44.0,56.0,-12.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,18.631427783029814,0.22572936994966278
13.0,44.0,45.0,20.0,24.3,3660000.0,68000000.0,5.5,11.0,11.0,16.0,38.0,58.0,-20.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,18.035018277846262,0.0036783551745867595
14.0,43.0,40.0,21.0,24.4,5210000.0,5800000.0,5.6,11.0,10.0,17.0,31.0,50.0,-19.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,15.573368647930426,-0.040731847780428446
15.0,41.0,53.0,30.0,23.3,1770000.0,60000000.0,5.5,9.0,14.0,15.0,39.0,54.0,-15.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,17.909855136853043,-0.12955225369045884
16.0,39.0,44.0,22.0,24.6,4520000.0,107930000.0,5.8,10.0,9.0,19.0,49.0,62.0,-13.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0,18.496993436066795,-0.21837265960048924
17.0,35.0,44.0,22.0,24.0,3190000.0,147780000.0,5.4,9.0,8.0,21.0,41.0,67.0,-26.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,18.81123524609159,-0.39601347142055005
18.0,34.0,46.0,14.0,23.6,1730000.0,34460000.0,5.4,9.0,7.0,22.0,40.0,65.0,-25.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,17.35530981808321,-0.4404236743755653
19.0,34.0,56.0,32.0,23.4,201000.0,23130000.0,5.5,8.0,10.0,20.0,36.0,64.0,-28.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,16.956641077441517,-0.4404236743755653
20.0,21.0,43.0,26.0,23.8,121000.0,830000.0,5.3,5.0,6.0,27.0,26.0,75.0,-49.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0,13.629182184591333,-1.017756312790763
1.0,86.0,44.0,30.0,23.3,12010000.0,135100000.0,6.5,27.0,5.0,6.0,83.0,32.0,51.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,18.721525810332352,1.8689068792852253
2.0,74.0,44.0,25.0,23.7,17460000.0,88890000.0,6.1,21.0,11.0,6.0,73.0,44.0,29.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,18.302910219467716,1.3359844438250428
3.0,69.0,47.0,29.0,22.7,14860000.0,82000000.0,6.0,20.0,9.0,9.0,68.0,42.0,26.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,18.22222981742365,1.1139334290499667
4.0,67.0,56.0,29.0,23.1,14950000.0,220000000.0,6.1,19.0,10.0,9.0,58.0,36.0,22.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,19.20913810886209,1.0251130231399364
5.0,66.0,44.0,29.0,24.2,8560000.0,25500000.0,5.9,20.0,6.0,12.0,68.0,50.0,18.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,17.05418904934434,0.9807028201849212
6.0,65.0,43.0,21.0,25.0,5860000.0,48600000.0,6.0,19.0,8.0,11.0,62.0,47.0,15.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.0,17.699134109446852,0.936292617229906
7.0,62.0,46.0,22.0,23.0,8080000.0,74900000.0,6.0,18.0,8.0,12.0,68.0,45.0,23.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0,18.131664461838582,0.8030620083648604
8.0,61.0,52.0,29.0,22.5,12050000.0,26300000.0,6.0,18.0,7.0,13.0,55.0,39.0,16.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,17.085079535170806,0.7586518054098452
9.0,59.0,40.0,19.0,22.8,2410000.0,92000000.0,5.8,18.0,5.0,15.0,62.0,54.0,8.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,18.33729914588288,0.6698313994998149
10.0,59.0,47.0,26.0,23.2,11060000.0,70370000.0,5.9,17.0,8.0,13.0,47.0,48.0,-1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,18.06927760815333,0.6698313994998149
11.0,55.0,56.0,23.0,21.7,4930000.0,95900000.0,6.1,16.0,7.0,15.0,55.0,46.0,9.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,18.378816550281194,0.492190587679754
12.0,45.0,37.0,16.0,25.4,5420000.0,22250000.0,5.6,12.0,9.0,17.0,46.0,62.0,-16.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,16.917852611520342,0.048088558129601965
13.0,45.0,42.0,32.0,22.5,4560000.0,84500000.0,5.7,12.0,9.0,17.0,36.0,52.0,-16.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.0,18.252262104161723,0.048088558129601965
14.0,44.0,36.0,18.0,26.2,6700000.0,27000000.0,5.6,12.0,8.0,18.0,41.0,66.0,-25.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,17.11134746100564,0.0036783551745867595
15.0,43.0,38.0,17.0,23.1,5360000.0,40300000.0,5.3,12.0,7.0,19.0,47.0,68.0,-21.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.0,17.511862051730805,-0.040731847780428446
16.0,41.0,64.0,37.0,23.1,3340000.0,17000000.0,5.7,9.0,14.0,15.0,40.0,46.0,-6.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,16.648723960844016,-0.12955225369045884
17.0,39.0,32.0,11.0,25.0,3510000.0,1000000.0,5.5,10.0,9.0,19.0,33.0,55.0,-22.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,13.815511557963774,-0.21837265960048924
18.0,28.0,38.0,20.0,25.0,5070000.0,22150000.0,5.5,5.0,13.0,20.0,27.0,53.0,-26.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,16.913348099602146,-0.7068848921056565
19.0,26.0,45.0,15.0,24.6,2520000.0,26500000.0,5.4,5.0,11.0,22.0,35.0,76.0,-41.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,17.0926553286923,-0.7957052980156869
20.0,23.0,39.0,9.0,23.2,2300000.0,46500000.0,5.3,7.0,2.0,29.0,20.0,63.0,-43.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,17.65496289206296,-0.9289359068807325
1.0,93.0,57.0,31.0,21.9,12140000.0,136000000.0,6.7,29.0,6.0,3.0,99.0,26.0,73.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,18.72816545105327,2.1797782999703315
2.0,92.0,61.0,34.0,22.3,13380000.0,86300000.0,6.6,28.0,8.0,2.0,94.0,26.0,68.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,18.27334016764114,2.1353680970153164
3.0,74.0,60.0,30.0,23.6,16200000.0,115000000.0,6.5,21.0,11.0,6.0,76.0,33.0,43.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,18.560442695023177,1.3359844438250428
4.0,71.0,55.0,26.0,22.4,8460000.0,61000000.0,6.1,22.0,5.0,11.0,69.0,40.0,29.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0,17.926384438531027,1.2027538349599973
5.0,69.0,67.0,37.0,22.4,14270000.0,147100000.0,5.9,22.0,3.0,13.0,61.0,48.0,13.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,18.806623192369763,1.1139334290499667
6.0,58.0,57.0,31.0,23.4,18680000.0,145000000.0,5.9,16.0,10.0,12.0,57.0,57.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,18.7922443072814,0.6254211965447996
7.0,56.0,40.0,20.0,24.4,4540000.0,68500000.0,5.9,16.0,8.0,14.0,60.0,51.0,9.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.0,18.042344317830995,0.5366007906347692
8.0,52.0,43.0,25.0,23.9,7040000.0,44200000.0,5.9,14.0,10.0,14.0,62.0,59.0,3.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,17.60423536967236,0.35895997881470837
9.0,51.0,56.0,34.0,22.4,2950000.0,39900000.0,5.9,12.0,15.0,11.0,42.0,44.0,-2.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,17.50188690692275,0.3145497758596932
10.0,51.0,47.0,36.0,22.4,3720000.0,36300000.0,5.7,15.0,6.0,17.0,38.0,43.0,-5.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.0,17.40732832678329,0.3145497758596932
11.0,49.0,40.0,13.0,25.3,6110000.0,157970000.0,5.7,13.0,10.0,15.0,44.0,62.0,-18.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,18.877915705875594,0.22572936994966278
12.0,48.0,33.0,15.0,24.4,4770000.0,45800000.0,5.8,11.0,15.0,12.0,50.0,46.0,4.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,17.639794670918473,0.18131916699464756
13.0,46.0,52.0,34.0,22.7,1250000.0,26100000.0,5.5,13.0,7.0,18.0,48.0,56.0,-8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,17.077445910607096,0.09249876108461716
14.0,45.0,48.0,21.0,22.7,6620000.0,68000000.0,5.7,13.0,6.0,19.0,52.0,54.0,-2.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,18.035018277846262,0.048088558129601965
15.0,40.0,37.0,16.0,23.5,5090000.0,31100000.0,5.6,9.0,13.0,16.0,43.0,67.0,-24.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.0,17.252718409303803,-0.17396245664547405
16.0,39.0,49.0,24.0,24.1,9800000.0,60100000.0,5.5,11.0,6.0,21.0,43.0,66.0,-23.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,17.91152041614437,-0.21837265960048924
17.0,38.0,40.0,16.0,22.1,2140000.0,15000000.0,5.4,9.0,11.0,18.0,42.0,79.0,-37.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,16.52356082573315,-0.2627828625555045
18.0,35.0,36.0,15.0,25.9,4620000.0,43000000.0,5.6,7.0,14.0,17.0,34.0,53.0,-19.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,17.57671069691365,-0.39601347142055005
19.0,23.0,58.0,37.0,24.2,666000.0,17600000.0,5.5,6.0,5.0,27.0,34.0,77.0,-43.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,16.68340951682656,-0.9289359068807325
20.0,22.0,42.0,25.0,22.8,147000.0,40000000.0,5.2,5.0,7.0,26.0,23.0,84.0,-61.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0,17.50439003707821,-0.9733461098357477
